Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_TRACT,NUM_FB_14,PCT_FB_14
36029006302,14000US36029006302,"Census Tract 63.02, Erie County, New York","Census Tract 63.02, Erie County, New York",6302,91,3.31
36029006501,14000US36029006501,"Census Tract 65.01, Erie County, New York","Census Tract 65.01, Erie County, New York",6501,410,15.14
36029006601,14000US36029006601,"Census Tract 66.01, Erie County, New York","Census Tract 66.01, Erie County, New York",6601,562,20.12
36029006602,14000US36029006602,"Census Tract 66.02, Erie County, New York","Census Tract 66.02, Erie County, New York",6602,89,4.02
36029006701,14000US36029006701,"Census Tract 67.01, Erie County, New York","Census Tract 67.01, Erie County, New York",6701,196,5.96
36029006702,14000US36029006702,"Census Tract 67.02, Erie County, New York","Census Tract 67.02, Erie County, New York",6702,232,7.87
36029006800,14000US36029006800,"Census Tract 68, Erie County, New York","Census Tract 68, Erie County, New York",6800,205,5.76
36029006901,14000US36029006901,"Census Tract 69.01, Erie County, New York","Census Tract 69.01, Erie County, New York",6901,1084,32.11
36029006902,14000US36029006902,"Census Tract 69.02, Erie County, New York","Census Tract 69.02, Erie County, New York",6902,548,14.37
36029007000,14000US36029007000,"Census Tract 70, Erie County, New York","Census Tract 70, Erie County, New York",7000,537,20.16
36029007101,14000US36029007101,"Census Tract 71.01, Erie County, New York","Census Tract 71.01, Erie County, New York",7101,685,16.77
36029007102,14000US36029007102,"Census Tract 71.02, Erie County, New York","Census Tract 71.02, Erie County, New York",7102,135,4.59
36029007202,14000US36029007202,"Census Tract 72.02, Erie County, New York","Census Tract 72.02, Erie County, New York",7202,210,11.25
36029016300,14000US36029016300,"Census Tract 163, Erie County, New York","Census Tract 163, Erie County, New York",16300,37,1.44
36029016400,14000US36029016400,"Census Tract 164, Erie County, New York","Census Tract 164, Erie County, New York",16400,175,5.62
36029016500,14000US36029016500,"Census Tract 165, Erie County, New York","Census Tract 165, Erie County, New York",16500,208,13.04
36029016600,14000US36029016600,"Census Tract 166, Erie County, New York","Census Tract 166, Erie County, New York",16600,166,6.11
36029016700,14000US36029016700,"Census Tract 167, Erie County, New York","Census Tract 167, Erie County, New York",16700,162,6.87
36029016800,14000US36029016800,"Census Tract 168, Erie County, New York","Census Tract 168, Erie County, New York",16800,247,6.73
36029016900,14000US36029016900,"Census Tract 169, Erie County, New York","Census Tract 169, Erie County, New York",16900,281,7.09
36029017000,14000US36029017000,"Census Tract 170, Erie County, New York","Census Tract 170, Erie County, New York",17000,172,6.01
36029017100,14000US36029017100,"Census Tract 171, Erie County, New York","Census Tract 171, Erie County, New York",17100,1643,31.14
